order_id,distance_km,weather,traffic_level,restaurant_load,courier_experience_years,hour,weekday,delivery_time_min
3913,1.12,Sunny,low,low,1.5,9,5,5.0
3914,19.59,sunny,high,medium,7.4,17,6,71.4
3915,19.35,Sunny,medium,high,1.8,6,5,70.9
3916,8.51,snow,medium,low,4.9,0,3,45.6
3917,14.84,sunny,high,medium,3.9,2,4,62.6
3918,7.57,rain,HIGH,high,5.7,0,5,55.3
3919,13.75,Sunny,HIGH,high,7.2,16,0,68.8
3920,16.3,,medium,low,7.0,14,3,58.0
3921,18.99,Sunny,medium,medium,5.4,4,6,57.9
3922,8.6,RAIN,high,low,4.9,21,6,47.8
3923,15.88,rain,HIGH,high,4.3,15,2,87.2
3924,6.05,snow,medium,low,8.7,11,4,20.7
3925,19.82,RAIN,HIGH,medium,3.6,18,5,81.7
3926,1.49,snow,medium,high,3.0,13,2,38.5
3927,12.47,Sunny,high,low,7.6,2,4,39.2
3928,13.53,rain,HIGH,low,3.9,18,6,64.1
3929,14.07,RAIN,medium,low,8.5,0,3,42.6
3930,3.29,Sunny,medium,low,3.6,20,5,5.6
3931,18.83,sunny,medium,low,7.2,0,6,54.0
3932,4.44,Sunny,medium,high,0.9,9,0,31.1
3933,12.83,snow,high,high,4.2,2,4,89.1
3934,5.23,rain,HIGH,medium,3.8,12,6,45.0
3935,6.84,rain,HIGH,low,8.3,5,6,52.6
3936,11.38,Sunny,low,medium,9.7,10,0,24.0
3937,8.93,sunny,HIGH,high,4.9,5,2,43.3
3938,4.04,snow,low,low,8.3,2,6,29.0
3939,4.25,Sunny,medium,medium,7.1,15,2,31.6
3940,8.94,,high,low,9.7,8,3,29.1
3941,15.39,rain,high,low,8.2,7,3,59.7
3942,18.06,snow,medium,medium,1.2,2,1,85.4
3943,2.6,sunny,low,high,7.3,4,1,9.8
3944,8.47,rain,medium,medium,,20,3,31.0
3945,2.9,Sunny,high,medium,0.7,13,5,31.1
3946,1.32,rain,high,medium,2.9,4,2,32.5
3947,13.57,rain,HIGH,low,9.3,18,0,47.6
3948,12.45,RAIN,low,high,9.3,4,6,48.1
3949,4.1,rain,HIGH,high,8.1,20,6,35.5
3950,5.44,rain,high,low,9.8,19,3,31.4
3951,1.45,snow,high,high,8.2,19,5,44.4
3952,16.86,rain,HIGH,medium,0.6,1,0,82.7
3953,19.52,sunny,HIGH,high,,6,1,87.3
3954,3.57,Sunny,high,low,0.8,0,0,30.2
3955,5.4,snow,HIGH,high,1.4,20,3,65.4
3956,17.5,rain,HIGH,low,2.6,17,2,77.5
3957,18.6,sunny,low,medium,5.3,9,3,65.5
3958,8.97,Sunny,high,low,8.6,5,6,36.4
3959,1.96,snow,medium,high,8.7,6,6,36.5
3960,1.75,sunny,low,medium,6.4,11,4,5.4
3961,11.91,rain,medium,high,9.3,17,5,50.4
3962,8.47,RAIN,HIGH,low,5.3,10,5,40.8
3963,1.54,RAIN,HIGH,medium,8.9,21,5,25.4
3964,12.08,snow,,low,4.8,18,4,53.7
3965,1.21,sunny,HIGH,high,3.1,3,4,39.3
3966,15.96,Sunny,HIGH,low,9.2,18,2,53.7
3967,6.82,sunny,low,high,4.2,12,5,31.9
3968,1.76,,medium,high,5.3,18,3,34.8
3969,12.18,snow,low,medium,,1,4,60.1
3970,8.56,rain,medium,medium,6.8,8,3,38.1
3971,19.5,sunny,low,low,10.0,7,1,47.8
3972,11.34,RAIN,high,high,0.7,20,5,75.2
3973,6.23,Sunny,high,high,9.0,13,4,44.9
3974,14.48,snow,medium,medium,0.5,8,4,68.1
3975,6.16,rain,high,medium,4.0,12,2,42.0
3976,18.18,sunny,low,medium,2.1,17,3,58.7
3977,8.12,Sunny,,medium,7.7,5,2,31.8
3978,11.45,rain,high,low,,22,2,62.1
3979,1.96,RAIN,high,low,5.8,21,3,24.5
3980,9.1,RAIN,medium,low,3.3,2,1,43.4
3981,16.81,Sunny,high,low,1.8,9,3,59.9
3982,16.31,RAIN,high,medium,7.8,9,1,81.0
3983,5.26,snow,medium,low,2.6,9,2,33.5
3984,5.3,Sunny,high,low,2.6,8,1,19.2
3985,16.53,RAIN,high,low,3.1,11,5,73.9
3986,18.68,sunny,high,medium,6.1,23,1,63.6
3987,2.81,RAIN,high,high,6.8,7,1,37.7
3988,9.55,snow,,medium,0.7,23,4,69.1
3989,7.41,rain,medium,high,2.8,8,4,50.9
3990,17.54,rain,HIGH,high,4.6,16,6,92.2
3991,2.59,RAIN,HIGH,low,3.7,7,2,21.6
3992,5.01,rain,low,low,8.9,17,3,8.7
3993,15.3,RAIN,HIGH,low,8.0,19,1,78.4
3994,1.97,snow,HIGH,medium,6.4,16,5,39.2
3995,10.36,rain,low,medium,3.7,5,4,35.4
3996,9.4,sunny,high,low,7.2,9,3,29.5
3997,7.35,RAIN,high,medium,8.5,0,5,41.2
3998,8.5,rain,HIGH,medium,6.2,20,1,50.1
3999,11.07,snow,low,high,8.0,0,3,64.6
4000,4.07,snow,high,medium,7.6,8,6,53.3
4001,11.87,sunny,low,high,5.9,19,5,39.4
4002,16.3,snow,medium,low,3.5,2,0,66.9
4003,15.44,snow,medium,medium,7.6,23,5,69.9
4004,3.92,rain,medium,high,2.5,5,5,35.1
4005,3.84,RAIN,medium,medium,7.9,6,1,30.0
4006,6.1,Sunny,HIGH,high,8.1,8,3,50.9
4007,7.86,snow,medium,high,8.3,4,1,53.7
4008,8.76,snow,medium,medium,5.0,15,1,53.9
4009,13.91,Sunny,low,low,2.3,1,0,36.0
4010,2.08,snow,high,high,1.4,2,6,56.2
4011,1.66,rain,low,low,7.6,2,5,5.0
4012,8.45,rain,HIGH,medium,8.9,19,3,41.9
4013,14.25,Sunny,medium,medium,6.7,22,6,37.6
4014,4.68,snow,high,low,1.9,9,2,50.8
4015,13.19,snow,high,medium,9.4,21,4,77.2
4016,5.94,RAIN,medium,high,9.9,2,6,41.1
4017,17.84,snow,medium,low,4.6,14,1,73.5
4018,18.02,rain,HIGH,medium,6.2,13,1,77.1
4019,6.65,sunny,HIGH,medium,7.9,22,1,32.0
4020,5.37,sunny,medium,low,,3,1,7.0
4021,8.81,sunny,medium,high,9.7,9,4,39.5
4022,5.57,sunny,medium,low,1.6,10,2,25.0
4023,13.78,snow,medium,medium,6.0,10,0,60.8
4024,16.7,snow,high,medium,7.1,7,2,78.9
4025,13.79,RAIN,HIGH,low,9.0,22,4,48.9
4026,16.66,snow,medium,high,8.8,22,3,78.1
4027,8.54,sunny,medium,high,9.8,8,0,33.8
4028,3.97,Sunny,high,high,5.4,7,0,35.8
4029,15.02,Sunny,low,low,8.4,11,3,28.3
4030,7.85,rain,medium,high,4.6,16,5,44.4
4031,13.75,rain,high,high,4.5,22,1,72.2
4032,6.14,snow,high,high,2.9,14,4,68.6
4033,2.54,Sunny,low,high,8.3,18,3,7.7
4034,19.86,sunny,HIGH,medium,9.9,19,2,70.0
4035,3.97,sunny,HIGH,low,,5,2,19.9
4036,19.78,sunny,HIGH,low,1.0,4,5,72.2
4037,19.57,snow,medium,high,8.2,7,3,93.6
4038,16.08,snow,HIGH,low,6.4,17,4,69.4
4039,13.53,RAIN,medium,low,9.6,20,5,31.0
4040,11.98,sunny,medium,medium,2.9,20,5,37.8
4041,238.24106602681096,sunny,high,low,1.2,14,5,68.0
4042,6.5,snow,HIGH,medium,5.2,2,0,49.3
4043,9.89,snow,HIGH,low,1.3,13,0,59.5
4044,12.77,RAIN,HIGH,medium,3.0,14,1,69.0
4045,8.81,RAIN,medium,medium,1.7,12,4,50.4
4046,9.12,rain,medium,low,2.6,20,2,44.4
4047,7.28,Sunny,HIGH,medium,1.5,19,2,44.8
4048,11.72,sunny,medium,medium,9.6,20,1,30.0
4049,17.16,sunny,medium,low,3.1,8,2,60.8
4050,4.83,RAIN,low,medium,4.7,22,5,21.1
4051,18.75,RAIN,low,medium,9.0,16,1,59.3
4052,14.09,rain,HIGH,medium,6.9,18,1,66.0
4053,16.64,Sunny,HIGH,medium,6.4,3,3,65.6
4054,11.57,rain,low,medium,7.2,19,0,50.3
4055,15.81,Sunny,medium,high,8.4,9,4,54.2
4056,1.31,sunny,medium,medium,8.8,21,4,7.3
4057,16.55,rain,high,medium,6.6,2,0,70.6
4058,1.76,RAIN,HIGH,medium,9.0,18,5,34.5
4059,17.91,rain,HIGH,medium,5.6,8,4,81.1
4060,19.85,rain,HIGH,low,3.1,4,2,87.3
4061,6.59,sunny,high,high,8.9,13,2,33.3
4062,5.0,RAIN,high,low,5.6,6,4,30.5
4063,15.54,RAIN,medium,high,9.1,20,6,66.9
4064,5.81,snow,low,medium,0.9,5,6,49.9
4065,17.45,snow,low,medium,4.3,23,3,79.2
4066,2.95,snow,low,high,9.5,7,4,40.0
4067,3.39,sunny,medium,high,2.9,1,1,33.4
4068,19.6,rain,low,low,9.4,13,5,61.4
4069,13.8,RAIN,high,high,9.6,21,1,70.6
4070,17.09,RAIN,high,medium,8.9,6,0,67.0
4071,7.16,rain,HIGH,low,5.9,2,5,28.7
4072,13.85,RAIN,low,high,6.6,19,5,59.3
4073,12.29,rain,high,high,8.8,21,2,70.3
4074,12.46,sunny,HIGH,low,7.9,22,5,29.3
4075,13.97,sunny,low,high,6.5,5,3,43.2
4076,11.93,sunny,low,medium,9.8,20,4,25.9
4077,9.15,rain,,low,,13,1,43.1
4078,6.24,rain,HIGH,high,9.8,11,2,47.5
4079,15.6,Sunny,HIGH,medium,1.0,17,6,73.0
4080,5.3,,high,high,1.8,11,2,47.2
4081,14.15,RAIN,high,low,4.8,6,3,63.4
4082,5.43,Sunny,high,high,4.2,4,3,34.3
4083,12.88,Sunny,low,high,7.9,11,3,48.3
4084,15.19,sunny,high,high,2.0,8,3,70.8
4085,5.16,Sunny,high,medium,9.8,10,6,19.7
4086,2.14,rain,medium,medium,3.5,3,1,20.9
4087,3.49,snow,high,high,4.6,13,3,49.4
4088,12.51,rain,high,high,3.1,11,2,74.3
4089,17.14,Sunny,low,low,6.0,17,2,47.3
4090,1.85,RAIN,HIGH,high,1.1,6,6,49.4
4091,14.95,,low,low,1.9,22,5,50.0
4092,7.49,RAIN,medium,medium,7.6,0,4,42.3
4093,10.09,rain,high,high,2.3,12,2,67.4
4094,18.65,RAIN,high,low,2.7,15,2,84.0
4095,7.31,rain,high,medium,8.0,4,6,43.5
4096,9.84,RAIN,high,low,1.4,18,1,51.7
4097,1.26,snow,high,medium,4.7,8,5,43.0
4098,2.55,sunny,,high,0.7,22,2,38.3
4099,5.91,rain,medium,low,3.8,8,0,25.4
4100,1.53,snow,high,high,7.1,11,2,51.8
4101,13.0,sunny,high,low,1.4,17,4,47.5
4102,9.1,rain,high,medium,8.9,23,4,51.5
4103,11.41,snow,medium,low,9.1,9,5,51.0
4104,4.32,snow,high,low,1.5,16,5,51.5
4105,6.62,snow,medium,high,9.9,18,3,53.4
4106,13.61,Sunny,low,high,3.3,23,1,51.0
4107,19.34,RAIN,high,high,1.3,10,4,96.6
4108,1.96,sunny,HIGH,medium,0.5,15,0,27.1
4109,17.92,RAIN,medium,high,4.4,7,0,87.2
4110,11.96,RAIN,low,low,6.5,23,3,41.3
4111,11.71,RAIN,medium,medium,3.7,14,1,57.9
4112,10.51,snow,medium,high,8.4,10,1,60.2
4113,2.32,RAIN,low,low,7.3,6,5,5.0
4114,2.71,Sunny,high,low,,1,2,13.9
4115,12.42,rain,high,medium,7.5,18,0,65.3
4116,7.48,snow,medium,low,9.4,8,0,32.5
4117,18.43,sunny,low,high,1.4,17,6,84.6
4118,8.73,rain,high,low,3.4,12,0,45.1
4119,3.72,rain,medium,high,4.9,22,0,37.0
4120,14.58,rain,HIGH,high,5.2,0,6,79.2
4121,6.57,RAIN,low,medium,5.7,18,4,30.8
4122,10.98,RAIN,HIGH,low,3.4,12,1,47.8
4123,14.26,snow,HIGH,medium,6.8,13,2,77.9
4124,18.11,RAIN,medium,medium,6.6,16,4,69.6
4125,16.05,RAIN,low,medium,6.0,21,1,56.5
4126,13.85,RAIN,high,high,1.6,19,3,88.9
4127,13.91,snow,high,high,5.0,0,0,77.4
4128,18.97,snow,medium,high,3.9,4,2,84.7
4129,6.62,Sunny,high,high,5.2,19,1,47.4
4130,1.02,Sunny,high,low,9.3,13,3,6.5
4131,6.17,Sunny,HIGH,low,5.1,17,0,23.0
4132,5.14,Sunny,HIGH,high,0.6,12,3,45.7
4133,13.57,rain,low,high,4.7,22,6,64.9
4134,13.04,rain,HIGH,low,8.3,11,3,46.0
4135,12.28,Sunny,high,medium,7.9,14,4,53.0
4136,1.31,Sunny,low,medium,5.4,23,3,6.1
4137,14.85,sunny,low,high,2.9,3,4,54.9
4138,7.15,rain,medium,medium,4.9,8,5,38.8
4139,13.64,sunny,HIGH,high,5.9,2,4,65.2
4140,11.57,,low,high,10.0,21,6,40.5
4141,7.51,RAIN,high,high,6.6,10,6,49.7
4142,3.56,snow,low,low,7.1,14,3,27.6
4143,2.79,rain,low,medium,5.2,15,1,24.1
4144,16.8,Sunny,medium,low,3.9,6,3,55.8
4145,18.45,Sunny,high,medium,8.2,6,3,58.9
4146,13.35,snow,high,low,5.2,21,1,74.5
4147,2.97,rain,HIGH,low,9.9,8,0,20.2
4148,8.64,Sunny,,high,4.8,16,2,52.8
4149,14.85,Sunny,low,high,1.1,12,5,48.3
4150,15.82,RAIN,high,low,7.0,8,0,60.6
4151,3.25,sunny,high,medium,0.9,8,3,34.9
4152,1.0,Sunny,low,medium,2.9,19,0,9.1
4153,14.53,,medium,high,3.9,11,2,63.5
4154,7.78,snow,HIGH,high,7.5,20,6,67.7
4155,5.84,RAIN,HIGH,medium,5.2,18,0,39.2
4156,1.25,rain,medium,medium,0.8,22,2,23.5
4157,11.27,RAIN,,medium,6.4,14,0,37.3
4158,17.17,sunny,HIGH,high,4.4,17,4,77.9
4159,19.2,Sunny,medium,medium,9.3,7,3,63.9
4160,11.75,rain,medium,high,5.2,5,2,63.4
4161,10.77,snow,medium,low,7.2,5,5,44.1
4162,2.62,sunny,HIGH,low,2.6,2,3,19.5
4163,11.43,sunny,,low,7.7,2,4,32.2
4164,8.22,,HIGH,medium,-5.0,1,6,54.7
4165,12.54,sunny,HIGH,high,9.1,4,0,56.8
4166,8.39,rain,high,medium,0.8,19,3,59.5
4167,5.57,RAIN,medium,high,4.8,11,0,41.9
4168,2.8,sunny,high,medium,7.0,5,0,18.9
4169,6.98,snow,medium,low,1.4,15,3,41.5
4170,2.84,rain,HIGH,high,4.4,4,2,45.5
4171,4.36,snow,HIGH,medium,9.5,5,2,51.9
4172,19.76,snow,high,high,4.6,3,3,102.0
4173,9.44,RAIN,low,high,9.9,13,2,47.3
4174,11.11,Sunny,HIGH,medium,1.0,2,1,58.7
4175,17.6,RAIN,low,medium,7.3,16,0,59.4
4176,19.92,rain,medium,high,6.0,4,3,88.1
4177,12.07,rain,high,high,5.3,21,5,74.9
4178,16.44,RAIN,low,low,9.7,20,4,37.0
4179,7.21,Sunny,low,high,1.7,20,6,38.1
4180,6.81,RAIN,HIGH,low,9.0,5,3,41.0
4181,8.65,rain,low,low,7.1,19,3,21.6
4182,13.78,Sunny,low,low,3.0,3,0,31.2
4183,13.96,rain,medium,high,9.1,12,4,62.0
4184,6.99,Sunny,high,low,4.6,7,0,38.3
4185,3.53,Sunny,HIGH,high,8.2,10,5,25.3
4186,13.02,RAIN,HIGH,high,4.2,23,6,66.1
4187,3.44,RAIN,low,medium,,18,2,14.7
4188,11.99,RAIN,medium,high,6.5,22,3,55.2
4189,14.18,Sunny,low,high,1.8,4,0,47.0
4190,14.31,Sunny,low,low,6.7,4,6,32.0
4191,15.32,rain,HIGH,high,2.3,2,5,84.9
4192,17.58,snow,low,high,4.4,1,5,91.7
4193,10.5,RAIN,low,medium,2.1,2,6,48.8
4194,14.87,rain,medium,medium,0.7,14,1,69.8
4195,12.76,rain,HIGH,low,2.5,6,3,54.8
4196,4.55,sunny,high,low,5.6,2,5,21.5
4197,1.49,RAIN,medium,medium,5.1,14,6,19.2
4198,6.41,rain,medium,medium,5.3,10,2,36.5
4199,9.42,sunny,,high,2.9,15,0,47.8
4200,12.73,RAIN,HIGH,low,7.0,12,0,59.6
4201,17.15,Sunny,low,low,7.2,1,1,43.0
4202,4.73,sunny,high,high,3.9,19,2,36.9
4203,3.39,Sunny,HIGH,high,8.9,11,5,35.6
4204,19.31,snow,low,low,6.6,20,6,73.6
4205,3.05,snow,medium,medium,7.3,6,1,35.5
4206,10.09,snow,HIGH,medium,3.1,0,5,68.4
4207,12.13,snow,low,high,0.5,13,5,76.9
4208,11.29,rain,high,low,8.7,23,3,42.1
4209,2.63,snow,high,high,8.3,9,4,52.4
4210,2.08,rain,low,medium,1.7,2,6,25.6
4211,3.0,rain,HIGH,medium,4.1,10,5,31.6
4212,12.13,RAIN,medium,high,6.8,21,0,54.8
4213,11.34,rain,low,medium,6.7,19,5,36.6
4214,5.44,rain,medium,low,8.7,20,1,23.4
4215,13.12,snow,high,high,1.8,14,6,74.3
4216,16.58,rain,low,high,4.6,5,5,70.3
4217,1.79,Sunny,high,high,1.4,17,6,29.9
4218,10.46,snow,medium,medium,4.2,12,0,53.4
4219,14.1,sunny,medium,low,0.6,14,0,37.2
4220,5.79,snow,low,high,9.0,2,1,37.1
4221,6.85,rain,low,high,5.5,14,0,46.1
4222,12.66,Sunny,low,medium,8.6,23,2,31.1
4223,18.06,snow,high,low,1.1,23,2,90.0
4224,16.39,Sunny,medium,high,2.7,0,4,60.5
4225,12.08,sunny,medium,medium,3.0,9,6,49.8
4226,14.87,sunny,high,high,4.2,23,2,72.6
4227,7.93,RAIN,low,medium,8.1,17,1,29.9
4228,13.18,RAIN,HIGH,low,4.2,7,5,60.7
4229,9.86,,low,medium,2.4,11,2,55.3
4230,4.61,RAIN,HIGH,high,1.1,4,4,47.5
4231,14.33,Sunny,HIGH,high,,0,6,67.4
4232,11.57,RAIN,high,medium,7.7,7,3,62.1
4233,7.81,Sunny,medium,low,4.7,4,3,30.5
4234,18.32,RAIN,medium,low,7.4,16,1,61.8
4235,1.4,RAIN,medium,high,7.0,14,4,29.3
4236,7.0,RAIN,medium,high,1.8,3,2,54.9
4237,2.08,rain,high,medium,1.9,12,4,34.3
4238,15.56,rain,HIGH,medium,7.7,16,0,69.1
4239,14.34,RAIN,medium,medium,7.4,12,4,59.7
4240,7.3,Sunny,HIGH,low,4.1,1,2,42.9
4241,13.84,snow,high,low,1.2,23,1,78.8
4242,8.52,sunny,low,high,0.6,3,0,41.4
4243,15.37,rain,high,high,3.2,1,4,79.3
4244,9.63,RAIN,medium,high,0.6,11,3,57.9
4245,8.83,sunny,low,medium,2.7,18,2,33.7
4246,18.76,rain,,low,4.5,17,1,78.8
4247,5.77,snow,high,high,1.7,9,5,62.3
4248,3.29,Sunny,HIGH,high,1.5,4,2,44.6
4249,12.11,RAIN,high,high,9.0,10,4,72.1
4250,19.42,snow,low,high,6.1,0,6,85.4
4251,8.18,rain,high,high,9.4,2,1,54.7
4252,2.18,,medium,high,3.8,16,3,28.8
4253,7.45,sunny,HIGH,low,6.9,14,0,25.0
4254,10.61,Sunny,low,high,2.4,13,4,45.7
4255,4.08,rain,low,low,6.4,23,1,10.7
4256,13.5,Sunny,high,medium,,14,0,63.7
4257,19.96,RAIN,,low,0.5,15,6,72.3
4258,9.58,snow,HIGH,medium,9.3,3,1,64.8
4259,7.74,Sunny,low,low,5.8,18,5,15.8
4260,8.61,sunny,HIGH,low,9.3,23,4,20.1
4261,3.19,rain,,high,3.7,7,1,43.3
4262,17.78,sunny,medium,low,3.6,5,3,54.6
4263,8.88,Sunny,high,low,4.3,15,6,27.8
4264,8.36,snow,HIGH,high,7.2,2,1,58.2
4265,13.53,snow,high,medium,5.9,7,4,74.6
4266,9.4,sunny,HIGH,high,9.3,4,1,52.1
4267,13.32,RAIN,low,high,0.7,4,0,67.3
4268,2.17,RAIN,low,high,7.2,11,0,22.8
4269,16.46,snow,high,medium,3.6,0,6,82.8
4270,18.87,sunny,low,low,2.2,6,5,49.5
4271,13.33,sunny,HIGH,low,5.3,23,2,51.9
4272,19.14,sunny,low,high,5.3,10,6,67.1
4273,3.88,Sunny,medium,high,1.8,9,5,33.8
4274,10.07,RAIN,medium,low,2.4,2,6,48.4
4275,12.43,RAIN,high,low,4.4,7,2,54.7
4276,12.05,Sunny,high,low,4.4,0,3,48.1
4277,8.63,rain,high,medium,3.5,7,0,56.6
4278,7.42,Sunny,high,medium,1.9,22,2,38.5
4279,3.41,sunny,HIGH,high,0.5,19,1,36.4
4280,8.44,Sunny,HIGH,medium,9.7,10,3,39.3
4281,4.09,sunny,medium,high,9.5,6,4,20.9
4282,14.95,snow,HIGH,low,5.1,15,2,69.4
4283,4.97,sunny,low,low,10.0,6,6,5.0
4284,2.11,RAIN,medium,high,6.9,12,5,21.6
4285,11.49,,high,low,1.2,9,2,46.2
4286,12.31,sunny,high,high,1.6,16,5,59.9
4287,17.57,rain,HIGH,high,9.2,2,6,82.2
4288,11.96,snow,medium,high,6.5,6,6,79.5
4289,7.56,rain,HIGH,medium,8.5,10,5,46.8
4290,16.26,rain,HIGH,high,9.0,12,0,83.3
4291,11.27,rain,HIGH,high,4.8,4,3,70.1
4292,2.51,snow,medium,high,1.0,22,5,38.1
4293,11.75,snow,high,medium,2.3,18,0,75.1
4294,18.25,snow,low,low,1.1,14,0,70.0
4295,8.53,snow,high,medium,2.3,0,5,60.7
4296,6.63,rain,medium,high,4.4,4,3,43.5
4297,3.73,RAIN,high,medium,1.6,12,1,44.4
4298,3.88,RAIN,high,low,2.1,9,6,32.6
4299,9.22,,low,low,4.7,4,2,46.3
4300,12.32,Sunny,high,high,3.7,22,0,63.4
4301,2.53,sunny,high,low,4.9,0,2,18.3
4302,18.85,Sunny,high,medium,4.6,9,3,72.7
4303,15.35,Sunny,HIGH,medium,6.6,17,1,66.6
4304,12.15,Sunny,medium,low,9.4,21,4,26.7
4305,16.74,RAIN,medium,high,1.5,7,6,75.2
4306,2.52,,low,high,1.4,19,6,19.3
4307,10.06,Sunny,HIGH,medium,8.6,2,1,44.4
4308,12.97,snow,HIGH,low,5.3,18,3,70.7
4309,16.74,RAIN,high,medium,7.8,18,1,70.1
4310,15.89,snow,medium,medium,2.5,1,6,81.2
4311,6.26,snow,low,medium,8.4,16,4,30.8
4312,18.88,Sunny,HIGH,high,9.3,15,0,79.0
4313,3.36,snow,high,low,6.5,20,1,39.1
4314,17.63,sunny,low,low,1.5,9,5,51.2
4315,19.45,snow,HIGH,high,9.0,20,5,99.9
4316,4.37,Sunny,low,medium,8.0,15,3,9.9
4317,14.72,snow,HIGH,medium,7.6,4,6,78.3
4318,1.77,RAIN,low,high,0.8,19,6,41.4
4319,8.7,RAIN,HIGH,low,8.1,2,1,45.9
4320,10.81,RAIN,HIGH,high,1.8,2,4,67.6
4321,12.03,rain,low,low,2.6,1,3,41.4
4322,18.78,RAIN,HIGH,low,6.0,20,1,80.2
4323,13.77,RAIN,HIGH,low,3.0,3,3,60.7
4324,10.14,rain,HIGH,medium,6.8,21,5,62.8
4325,16.38,RAIN,low,medium,6.3,17,4,62.4
4326,19.06,Sunny,low,high,1.5,1,0,63.6
4327,1.42,RAIN,HIGH,high,6.7,23,4,40.6
4328,19.67,RAIN,HIGH,medium,9.3,5,0,69.1
4329,2.64,rain,low,high,2.0,2,6,28.8
4330,16.47,Sunny,high,medium,6.2,20,2,68.2
4331,6.33,snow,HIGH,medium,3.7,2,5,47.2
4332,3.51,sunny,high,low,4.9,1,6,29.8
4333,9.36,Sunny,low,low,3.2,2,5,29.1
4334,13.24,snow,HIGH,medium,3.9,16,5,72.1
4335,8.24,Sunny,high,low,0.8,13,4,46.4
4336,2.04,snow,low,medium,9.8,6,0,11.8
4337,12.39,snow,high,low,6.4,21,2,59.5
4338,18.15,Sunny,medium,high,5.3,20,2,61.0
4339,8.28,rain,low,high,4.1,5,2,35.0
4340,5.11,Sunny,medium,medium,5.6,7,6,18.9
4341,9.41,Sunny,low,medium,4.1,18,3,31.3
4342,1.92,snow,low,low,3.9,18,4,21.9
4343,16.59,sunny,HIGH,low,4.9,11,4,59.5
4344,16.7,snow,medium,medium,3.1,4,6,78.6
4345,12.17,RAIN,medium,high,2.2,4,5,58.0
4346,7.71,Sunny,medium,high,5.8,13,4,33.7
4347,16.2,Sunny,low,medium,8.5,16,4,31.6
4348,11.54,,medium,high,2.0,15,3,67.6
4349,16.69,snow,medium,medium,0.8,3,4,81.6
4350,13.0,rain,HIGH,low,2.8,7,0,61.0
4351,15.9,Sunny,high,high,9.8,2,6,69.8
4352,12.37,snow,high,high,8.4,20,2,81.3
4353,8.87,snow,medium,low,6.2,4,3,42.4
4354,19.2,RAIN,medium,low,9.3,22,3,60.9
4355,11.28,RAIN,medium,high,4.7,23,5,66.0
4356,12.5,sunny,medium,high,9.8,6,4,42.8
4357,5.19,RAIN,high,medium,3.3,17,2,51.4
4358,12.89,snow,HIGH,medium,2.8,23,6,75.6
4359,11.86,RAIN,low,high,6.6,7,0,43.1
4360,4.51,sunny,medium,medium,4.1,10,6,21.1
4361,2.13,Sunny,medium,low,6.5,13,2,5.0
4362,12.48,RAIN,high,medium,3.4,17,6,58.6
4363,15.51,,medium,medium,6.4,12,1,70.4
4364,10.94,Sunny,HIGH,high,3.1,5,2,56.7
4365,5.31,snow,HIGH,medium,1.0,12,0,66.1
4366,13.66,Sunny,medium,high,9.2,0,0,54.8
4367,2.52,snow,high,high,8.9,10,0,42.1
4368,9.39,RAIN,medium,high,9.7,6,3,42.8
4369,4.1,RAIN,medium,low,7.3,9,6,23.5
4370,4.5,sunny,high,medium,7.0,1,3,33.2
4371,4.84,Sunny,HIGH,medium,5.8,15,1,27.9
4372,8.35,sunny,low,medium,1.7,4,2,27.6
4373,1.97,rain,medium,high,2.3,15,4,32.5
4374,8.56,RAIN,HIGH,low,3.2,22,5,48.3
4375,10.72,Sunny,medium,high,9.0,15,1,45.0
4376,10.18,sunny,low,medium,2.1,14,6,38.9
4377,8.27,sunny,high,high,9.3,8,4,38.4
4378,16.94,,HIGH,high,5.5,0,6,82.4
4379,3.76,sunny,low,medium,7.3,8,4,5.0
4380,10.61,snow,medium,high,1.5,10,1,69.9
4381,2.18,RAIN,low,high,3.1,4,2,20.9
4382,2.35,sunny,HIGH,low,9.6,5,5,6.9
4383,11.9,sunny,high,high,3.0,7,4,67.6
4384,11.75,rain,medium,low,3.3,14,3,48.2
4385,17.68,snow,high,medium,2.4,15,3,93.9
4386,11.6,sunny,high,low,1.7,17,1,47.8
4387,19.24,RAIN,low,high,2.7,11,5,86.5
4388,1.93,RAIN,low,medium,6.6,22,5,11.7
4389,2.86,sunny,HIGH,high,4.8,3,6,33.6
4390,1.84,snow,HIGH,high,5.8,21,4,49.1
4391,4.52,RAIN,high,low,1.7,15,1,34.8
4392,11.28,RAIN,HIGH,high,8.1,22,5,74.8
4393,13.27,snow,high,low,7.9,10,5,59.2
4394,1.87,,,medium,0.7,21,3,27.5
4395,18.97,sunny,high,medium,4.1,23,1,74.5
4396,17.0,Sunny,HIGH,high,1.2,21,4,76.5
4397,6.64,rain,HIGH,low,8.0,6,4,23.7
4398,2.47,Sunny,high,high,7.5,23,3,30.3
4399,4.23,Sunny,low,high,9.1,14,6,18.0
4400,3.41,RAIN,high,high,2.7,16,0,52.6
4401,3.34,snow,high,high,4.8,14,0,51.5
4402,10.85,RAIN,low,low,2.3,9,5,30.5
4403,5.67,rain,medium,high,4.0,3,2,37.5
4404,7.8,sunny,low,medium,5.5,21,3,14.2
4405,19.8,rain,HIGH,low,1.0,16,2,90.7
4406,14.0,RAIN,low,high,7.3,3,5,63.3
4407,19.03,RAIN,HIGH,low,5.7,21,6,81.7
